term,en,pl
MakingOf/Clues/CrackedTape info 1,"This was fun to concept! A nod to the 90’s era and the idea of over-decorating your colourful possessions with stickers.

We wanted this to be an object that you may feel embarrassed about when you are much older and “cooler”. Definitely based on things I personally owned when I was growing up.

-Catherine","To była zabawna rzecz do zaprojektowania! Ukłon w stronę lat 90. i pomysłu przesadnego dekorowania swoich kolorowych rzeczy naklejkami.

Chcieliśmy, żeby to był przedmiot, którego można się wstydzić, gdy jest się dużo starszym i 'fajniejszym'. Zdecydowanie oparte na rzeczach, które sama posiadałam, dorastając.

-Catherine"
MakingOf/Clues/CrumpledPetals info 1,"This clue is unique in that it is somewhat forged. I wanted it look almost orchestrated, so the writing is purposefully crazed and the paper crumpled, but conveniently not ripped.

-Catherine","Ten trop jest wyjątkowy tym, że jest w pewnym sensie sfabrykowany. Chciałam, żeby wyglądał niemal wyreżyserowany, więc pismo jest celowo szalone, a papier zgnieciony, ale wygodnie nie podarty.

-Catherine"
MakingOf/Clues/DamagedPhoto info 1,"I wanted an image of Flora from a happier time. She's sitting with her father and a little family of Inkdip birds.

This rough version features a small detail on the ground at the bottom of the image. It's a bit of a shame this didn't make it into the final version...

-Adam","Chciałem obraz Flory ze szczęśliwszych czasów. Siedzi ze swoim ojcem i małą rodziną ptaków Inkdip.

Ta szkicowa wersja zawiera mały szczegół na ziemi u dołu obrazu. To trochę szkoda, że nie trafiło to do finalnej wersji...

-Adam"
MakingOf/Clues/DamagedTape info 1,"Exploring ways of making this clue look degraded and damaged, as this cassette had been lying underwater for a while.

-Catherine","Eksplorowanie sposobów, żeby ten trop wyglądał na zdegradowany i uszkodzony, bo ta kaseta przez jakiś czas leżała pod wodą.

-Catherine"
MakingOf/Clues/FelixsModels info 1,"A selection of carved models of Felix in heroic poses.

These say a lot about Felix’s  sense of self-grandeur. They were originally going to be dioramas of his triumphant adventures, which included Flora, but we decided to simplify.

-Catherine","Zestaw rzeźbionych modeli Felixa w heroicznych pozach.

Mówią wiele o poczuciu własnej wielkości Felixa. Pierwotnie miały być dioramami jego triumfalnych przygód, z udziałem Flory, ale zdecydowaliśmy się uprościć.

-Catherine"
MakingOf/Clues/FlorasDrawings info 1,"A Freya sketch capturing a rare moment of Flora being affectionate with a feathered friend.

Freya’s sketches were always a great way to show images from the past without using photographs or flashbacks.

-Catherine","Szkic Freyi uchwycający rzadki moment czułości Flory wobec pierzastego przyjaciela.

Szkice Freyi zawsze były świetnym sposobem, żeby pokazać obrazy z przeszłości bez używania fotografii czy retrospekcji.

-Catherine"
MakingOf/Clues/FourFeathers info 1,"Trying out different combinations of feather colours and patterns.

A lot of these feathers are meaningless - each one had to feel very different from the others, but equally as interesting to hide the more significant ones.

-Catherine","Wypróbowywanie różnych kombinacji kolorów i wzorów piór.

Wiele z tych piór nie ma żadnego znaczenia - każde musiało wydawać się bardzo inne od pozostałych, ale jednakowo interesujące, żeby ukryć te bardziej istotne.

-Catherine"
MakingOf/Clues/FreyasDrawings info 1,"Figuring out the drawing styles of different characters of the game was fun, but also essential to the mystery.

I wanted it to be obvious that Freya was clearly more skilled at it than the other characters.

-Catherine","Rozpracowywanie stylów rysunkowych różnych postaci w grze było zabawne, ale też niezbędne dla zagadki.

Chciałam, żeby było oczywiste, że Freya jest wyraźnie bardziej utalentowana w tym niż inne postacie.

-Catherine"
MakingOf/Clues/FreyasPaints info 1,"Some designs for the bottles of paint.

There are two types of paint bottles in the game and they had to feel similar enough, but still have small recognisable differences.

-Catherine","Kilka projektów butelek z farbą.

W grze są dwa rodzaje butelek z farbą i musiały wydawać się wystarczająco podobne, ale wciąż mieć małe, rozpoznawalne różnice.

-Catherine"
MakingOf/Clues/GoldenBeetle info 1,"The first time we started to think about what the golden beetle (and all insects) could look like in Tangle Tower’s strange ecosystem - they needed to look like they were made of precious metals and materials.

A beetle’s hard outer shell already feels quite gem-like, so it was easy to imagine these shells being made of something valuable.

-Catherine","Pierwszy raz, gdy zaczęliśmy myśleć o tym, jak mógłby wyglądać złoty żuk (i wszystkie owady) w dziwnym ekosystemie Tangle Tower - musiały wyglądać, jakby były zrobione z cennych metali i materiałów.

Twarda zewnętrzna skorupa żuka już wydaje się dość klejnotopodobna, więc łatwo było wyobrazić sobie te skorupy zrobione z czegoś wartościowego.

-Catherine"
MakingOf/Clues/Gramaphone info 1,"The key thing about this gramophone was that it had to play cassette tapes.

My main challenge was finding a way of adding that functionality without losing that vintage look and feel.

-Catherine","Kluczową rzeczą w tym gramofonie było to, że musiał odtwarzać kasety magnetofonowe.

Moim głównym wyzwaniem było znalezienie sposobu na dodanie tej funkcji bez utraty vintage'owego wyglądu i klimatu.

-Catherine"
MakingOf/Clues/GroupPhoto info 1,"This is a super rough version of the photo found in the Study.

The shield they're holding was a story element that got removed entirely.

From left to right: Primrose Pointer, Pandora Pointer, Buck Brackley, Richard Remington, Flint Fellow, Lord Fellow.

-Adam 

","To bardzo szkicowa wersja zdjęcia znalezionego w gabinecie.

Tarcza, którą trzymają, była elementem fabuły, który został całkowicie usunięty.

Od lewej do prawej: Primrose Pointer, Pandora Pointer, Buck Brackley, Richard Remington, Flint Fellow, Lord Fellow.

-Adam 

"
MakingOf/Clues/HarpStatue info 1,"Sketches of the peculiar statue you see in the Garden.

If you've played any of the previous Grimoire titles, you may recognise the amphibious creature playing the Harp.

This is 1 of 3 times you’ll see this musical fellow throughout the game and we wanted it to feel like this one was battered by the outdoor elements.

-Catherine","Szkice osobliwego posągu, który widać w ogrodzie.

Jeśli graliście w którąkolwiek z poprzednich gier o Grimoire, możecie rozpoznać płazowate stworzenie grające na harfie.

To jeden z 3 razy, kiedy zobaczycie tego muzykalnego jegomościa w całej grze, i chcieliśmy, żeby ten wyglądał na poobijanego przez żywioły na zewnątrz.

-Catherine"
MakingOf/Clues/HornStatue info 1,"Another amphibious statue, but this time someone has used it for some mysterious experiments.

Everyone associates broken wine glasses with high pitch sounds, right?

-Catherine","Kolejny płazowaty posąg, ale tym razem ktoś użył go do jakichś tajemniczych eksperymentów.

Każdy kojarzy potłuczone kieliszki do wina z wysokimi dźwiękami, prawda?

-Catherine"
MakingOf/Clues/LuteStatue info 1,"Designing the earmuff clue was one of the many times I had to make a contemporary object feel timeless.

We wanted Tangle Tower to feel like it was in bubble without any nod to the world outside it - or any specific time periods.

-Catherine","Projektowanie tropu z ochronnikami na uszy było jednym z wielu razy, kiedy musiałam sprawić, żeby współczesny przedmiot wydawał się ponadczasowy.

Chcieliśmy, żeby Tangle Tower wydawało się być w bańce, bez żadnego nawiązania do świata na zewnątrz - ani do konkretnych okresów czasu.

-Catherine"
MakingOf/Clues/MetalRod info 1,"Sketch of a mysterious metal stick. I wanted to confuse players of it’s true purpose, so my bluff was to make it look like it could be something like a clock-hand or a fireplace poker.

-Catherine","Szkic tajemniczego metalowego kija. Chciałam zmylić graczy co do jego prawdziwego przeznaczenia, więc moim blefem było sprawienie, żeby wyglądał, jakby mógł być czymś w rodzaju wskazówki zegara albo pogrzebacza do kominka.

-Catherine"
MakingOf/Clues/Notebook info 1,"There are so many books and notebooks found in the game and I always tried are best to make each one of them unique, so the clues felt varied.

This notebook was used by someone obsessive/manic, feverishly piecing together findings and theories.

-Catherine","W grze jest tak wiele książek i notatników, i zawsze starałam się jak najlepiej, żeby każdy z nich był unikalny, tak by tropy wydawały się zróżnicowane.

Ten notatnik był używany przez kogoś obsesyjnego/maniakalnego, gorączkowo składającego razem odkrycia i teorie.

-Catherine"
MakingOf/Clues/OrnateTrowel info 1,"This decorative but dangerous looking trowel was the first clue I started doing concepts for.

We were developing the story constantly throughout development and it was one of the first clues we nailed down narratively.

-Catherine","Ta ozdobna, ale niebezpiecznie wyglądająca łopatka była pierwszym tropem, do którego zaczęłam tworzyć koncepty.

Cały czas rozwijaliśmy fabułę podczas produkcji, i to był jeden z pierwszych tropów, które ustaliliśmy fabularnie.

-Catherine"
MakingOf/Clues/PaintedFigurine info 1,"Felix is not a very good carpenter, despite his enthusiasm.

I imagined him clumsily working on a model, getting impatient and thinking “that’s good enough” then prematurely moving onto the painting stage!

The result is crude wooden shapes that vaguely resemble their real life counterparts.

-Catherine","Felix nie jest bardzo dobrym stolarzem, mimo swojego entuzjazmu.

Wyobrażałam go sobie niezdarnie pracującego nad modelem, tracącego cierpliwość i myślącego 'wystarczająco dobre', a potem przedwcześnie przechodzącego do etapu malowania!

Wynikiem są surowe drewniane kształty, które niejasno przypominają swoje rzeczywiste odpowiedniki.

-Catherine"
MakingOf/Clues/PaintedPortrait info 1,"The brushy art style of Tangle Tower made it tricky for this portrait feel like it had been actually 'painted' by someone.

With that in mind, I decided to create the first concept art of this portrait with real paints - as I felt it would feel more natural and loose than my normal digital painting methods.

-Catherine","Malarski styl Tangle Tower sprawił, że trudno było sprawić, by ten portret wydawał się faktycznie 'namalowany' przez kogoś.

Mając to na uwadze, zdecydowałam się stworzyć pierwszy koncept-art tego portretu prawdziwymi farbami - bo czułam, że będzie to wydawać się bardziej naturalne i swobodne niż moje zwykłe metody malowania cyfrowego.

-Catherine"
MakingOf/Clues/PaintingTools info 1,"This paint palette hides a big secret, so the paint blobs are placed very specifically. There is a reason that some paints have been used and others haven’t.

-Catherine","Ta paleta farb ukrywa wielki sekret, więc plamy farby są umieszczone bardzo konkretnie. Jest powód, dla którego niektóre farby zostały użyte, a inne nie.

-Catherine"
MakingOf/Clues/PennysBirds info 1,"As you can see I got a little carried away drawing ornate birdcages.

Eventually I opted for a shape that mirrored the turrets of Tangle Tower. The bird foot-stand was Adam’s idea, which really added a nice weird quirk to a very ordinary object.

-Catherine","Jak widać, trochę się zapędziłam, rysując ozdobne klatki dla ptaków.

Ostatecznie wybrałam kształt odzwierciedlający wieżyczki Tangle Tower. Podstawka dla ptasich nóżek była pomysłem Adama, który naprawdę dodał miły, dziwaczny akcent do bardzo zwyczajnego przedmiotu.

-Catherine"
MakingOf/Clues/PhotoCorner info 1,"Sketches of a photo of younger Fifi and Freya and a sunnier, unrecognisable Poppy before she entered her gothic teenager stage.

-Catherine","Szkice zdjęcia młodszej Fifi i Freyi oraz bardziej pogodnej, nierozpoznawalnej Poppy przed jej wejściem w gotycki etap nastoletni.

-Catherine"
MakingOf/Clues/PhotoOfPainting info 1,"Freya painted this of a recurring nightmare she had been having.

I wanted this particular painting to stand out and feel a lot darker and abstract compared to her other works. The challenge was to encourage players to feel like there may be something recognisable about the painting, but for it still remain mostly ambiguous.

-Catherine","Freya namalowała to na podstawie powracającego koszmaru, który miewała.

Chciałam, żeby ten konkretny obraz się wyróżniał i wydawał się dużo mroczniejszy i bardziej abstrakcyjny w porównaniu z jej innymi pracami. Wyzwaniem było zachęcenie graczy, żeby czuli, że jest w tym obrazie coś rozpoznawalnego, ale żeby wciąż pozostawał w większości niejednoznaczny.

-Catherine"
MakingOf/Clues/PinBoard info 1,"A design board found later in the story, it looks like it's for designing some sort of outfit.

Paper types and drawings styles play a major part in the clues throughout the game - we were always careful to keep the differences subtle though.

-Catherine","Tablica projektowa znaleziona później w fabule, wygląda, jakby służyła do projektowania jakiegoś stroju.

Rodzaje papieru i style rysunku odgrywają dużą rolę w tropach w całej grze - zawsze uważaliśmy, żeby różnice były subtelne.

-Catherine"
MakingOf/Clues/PottedPlant info 1,"These clues came from the same place, so there is a reason why the potting and soil are the same.

I had a fun time inventing a flower that looked very familiar to one of our Tangle Tower residents...

-Catherine","Te tropy pochodzą z tego samego miejsca, więc jest powód, dla którego donica i ziemia są takie same.

Miło się bawiłam, wymyślając kwiat, który wyglądał bardzo znajomo dla jednego z mieszkańców Tangle Tower...

-Catherine"
MakingOf/Clues/RippedPhoto info 1,"A quick sketch for the ripped photo clue featuring Poppy, Fifi and Freya.

At this early stage, all three girls were holding diaries.

-Adam","Szybki szkic tropu podartego zdjęcia z Poppy, Fifi i Freyą.

Na tym wczesnym etapie wszystkie trzy dziewczyny trzymały pamiętniki.

-Adam"
MakingOf/Clues/SecretDiary info 1,"Several designs of a cute diary that clearly belongs to a young person, but imprisoned by a strange over-engineered lock.

Never has a diary looked more secret.

-Catherine","Kilka projektów uroczego pamiętnika, który wyraźnie należy do młodej osoby, ale uwięzionego w dziwnym, nadmiernie skomplikowanym zamku.

Nigdy pamiętnik nie wyglądał na bardziej tajny.

-Catherine"
MakingOf/Clues/SecretResearch info 1,"The opened letter paper and the bug research were used by the same person, so the paper type had to match.

Each section of research refers to a different part of the Tangle Tower ecosystem.

-Catherine","Papier otwartego listu i badania nad owadami były używane przez tę samą osobę, więc rodzaj papieru musiał się zgadzać.

Każda sekcja badań odnosi się do innej części ekosystemu Tangle Tower.

-Catherine"
MakingOf/Clues/SheetMusic info 1,"I imagined this sheet to be taken from a vintage music book for children, so I included the page number.

The musical notes seen on it would eventually be the correct notes provided by our composer, Raphael Benjamin Meyer.

-Catherine","Wyobrażałam sobie, że te nuty pochodzą z vintage'owej książki muzycznej dla dzieci, więc dołączyłam numer strony.

Nuty muzyczne widoczne na niej ostatecznie stały się poprawnymi nutami dostarczonymi przez naszego kompozytora, Raphaela Benjamina Meyera.

-Catherine"
MakingOf/Clues/ShortTelescope info 1,"The initial sketch of a mysterious lens that later connects to another clue.

It was important that this clue’s function remained a mystery for as long as possible, so it couldn’t look too specific.

I think the brass look of it helped to hide its true purpose quite a lot.

-Catherine","Wstępny szkic tajemniczej soczewki, która później łączy się z innym tropem.

Ważne było, żeby funkcja tego tropu pozostała tajemnicą jak najdłużej, więc nie mogła wyglądać zbyt konkretnie.

Myślę, że mosiężny wygląd sporo pomógł ukryć jej prawdziwe przeznaczenie.

-Catherine"
MakingOf/Clues/SparklyFruit info 1,"Once again experimenting with the weirdness of Tangle Tower’s ecosystem and plant life.

Here I was trying to figure out how to make the fruit feel recognisable, but also slightly 'evolved' and special. Even the soil needed to feel particularly unique.

-Catherine","Po raz kolejny eksperymentowanie z dziwacznością ekosystemu i życia roślinnego Tangle Tower.

Tutaj próbowałam rozgryźć, jak sprawić, żeby owoc wydawał się rozpoznawalny, ale też lekko 'wyewoluowany' i wyjątkowy. Nawet ziemia musiała wydawać się szczególnie unikalna.

-Catherine"
MakingOf/Clues/TangleTower info 1,"Tangle Tower has been built up over a timeline, so looks it pieced together.

Each room within is unique and I wanted that to be felt from the outside too. I wanted characteristics of the inhabitants to be seen just by glancing at it.

Nature also plays a huge part in the story, so we made that part of the design.

-Catherine","Tangle Tower było budowane przez lata, więc wygląda, jakby było poskładane z kawałków.

Każdy pokój w środku jest unikalny i chciałam, żeby było to odczuwalne też z zewnątrz. Chciałam, żeby cechy mieszkańców było widać na pierwszy rzut oka.

Natura też odgrywa ogromną rolę w fabule, więc uczyniliśmy to częścią projektu.

-Catherine"
MakingOf/Clues/TangleTower info 2,"Tangle Tower is the heart of the game, so we didn’t want this to feel like an ordinary murder mystery mansion. We really wanted it to feel iconic, strange and most importantly - be inviting for players to explore.

I started thinking of weird shaped buildings that could look like animals, referencing totem poles and unusual looking rooftops.

-Catherine","Tangle Tower jest sercem gry, więc nie chcieliśmy, żeby wydawała się zwyczajną rezydencją z morderczą zagadką. Naprawdę chcieliśmy, żeby była ikoniczna, dziwna i, co najważniejsze - zachęcająca graczy do eksploracji.

Zaczęłam myśleć o dziwnie ukształtowanych budynkach, które mogłyby przypominać zwierzęta, nawiązując do totemów i niezwykle wyglądających dachów.

-Catherine"
MakingOf/Clues/TangleTower info 3,"Some of Catherine's early sketches of Tangle Tower's architectural elements.

In the bottom left is a drawing showing how Tangle Tower and the surrounding area even has its own weather system.

-Adam","Kilka wczesnych szkiców Catherine przedstawiających elementy architektoniczne Tangle Tower.

W lewym dolnym rogu jest rysunek pokazujący, jak Tangle Tower i okoliczny teren mają nawet własny system pogodowy.

-Adam"
MakingOf/Clues/TangleTower info 4,"I really like Catherine's painting with Grimoire and Sally silhouetted in the foreground. It's a bit of a shame that this moment never made it into the game!

-Adam","Bardzo podoba mi się obraz Catherine z sylwetkami Grimoire'a i Sally na pierwszym planie. Trochę szkoda, że ten moment nigdy nie trafił do gry!

-Adam"
MakingOf/Clues/TangleTower info 5,"Paintings by Catherine, working out how Tangle Tower would look in cross-section, specifically for use in the map screen.

This kind of 'doll's house' approach is pretty similar to another SFB Games project - Haunt the House!

-Adam","Obrazy autorstwa Catherine, rozpracowujące, jak Tangle Tower wyglądałaby w przekroju, konkretnie do użycia na ekranie mapy.

Takie podejście w stylu 'domku dla lalek' jest dość podobne do innego projektu SFB Games - Haunt the House!

-Adam"
MakingOf/Clues/WireReel info 1,"Once again designing a strange object that feels like it functions, but you don’t know what for!

The fact that this is one part of a bigger clue helped a lot in making it look even more ambiguous and strange.

-Catherine","Po raz kolejny projektowanie dziwnego przedmiotu, który wydaje się, że coś robi, ale nie wiadomo, do czego!

Fakt, że jest to część większego tropu, bardzo pomógł sprawić, żeby wyglądał jeszcze bardziej niejednoznacznie i dziwnie.

-Catherine"
MakingOf/Clues/WoodenBase info 1,"Multiple sketches of a strange modified crossbow and how it would work. This clue is made up of multiple clues.

We needed to figure out the logistics of this weapon as a whole and how everything could connect together and feel related without giving too much away. Quite satisfying!

-Catherine","Wiele szkiców dziwnej zmodyfikowanej kuszy i tego, jak miałaby działać. Ten trop składa się z wielu tropów.

Musieliśmy rozgryźć logistykę tej broni jako całości i to, jak wszystko mogłoby się ze sobą łączyć i wydawać się powiązane, nie zdradzając zbyt wiele. Całkiem satysfakcjonujące!

-Catherine"
MakingOf/Explanation,"Welcome to the Art Gallery.

There is a gallery page for every character, location and clue in the game.

These are unlocked as you encounter them on your save file, so check back later!","Witamy w Galerii Sztuki.

Dla każdej postaci, lokacji i tropu w grze jest osobna strona galerii.

Odblokowują się w miarę napotykania ich w twoim zapisie gry, więc zaglądaj tu ponownie później!"
MakingOf/Next,Next,Dalej
MakingOf/Previous,Previous,Wstecz
MakingOf/Souls/Felix info 1,"Our main idea with Felix was that he still stubbornly wears his 'adventurer' outfit, even though he's stuck indoors.

I wanted Felix to look powerful, but somewhat gone to seed with age.

Early on, he was a sailor and had a lot more nautical elements in his design.

-Adam
","Naszym głównym pomysłem na Felixa było to, że wciąż uparcie nosi swój strój 'poszukiwacza przygód', mimo że utknął w czterech ścianach.

Chciałem, żeby Felix wyglądał na potężnego, ale trochę już podupadłego z wiekiem.

Na wczesnym etapie był marynarzem i miał znacznie więcej morskich elementów w projekcie.

-Adam
"
MakingOf/Souls/Felix info 2,"This design for Felix very nearly made it into the final game. We thought the big pompadour was fun, since it looks like a wave, or the hull of a ship.

Then one day I decided I didn't like his face, so it totally changed.

Fun fact: Felix's dark green trousers are based on my own favourite trousers.

-Adam","Ten projekt Felixa niemal trafił do finalnej gry. Uznaliśmy, że wielki pompadour jest fajny, bo wygląda jak fala albo kadłub statku.

Potem pewnego dnia zdecydowałem, że nie podoba mi się jego twarz, więc całkowicie się zmieniła.

Ciekawostka: ciemnozielone spodnie Felixa są wzorowane na moich własnych ulubionych spodniach.

-Adam"
MakingOf/Souls/Felix info 3,"Felix is a washed-up old explorer, so I wanted to first understand what he may have looked like in his youthful “prime” and what the older Felix may be trying to hold onto.

I referenced good-looking actors from old adventure movies: slick hair, chiselled jaw line and arching eyebrows. I enjoyed ageing him up from this.

-Catherine","Felix to wyczerpany, stary odkrywca, więc chciałam najpierw zrozumieć, jak mógł wyglądać w swoim młodzieńczym 'rozkwicie' i co starszy Felix może próbować w sobie zatrzymać.

Wzorowałam się na przystojnych aktorach ze starych filmów przygodowych: gładkie włosy, wyrazista linia szczęki i wygięte brwi. Z przyjemnością postarzałam go na tej podstawie.

-Catherine"
MakingOf/Souls/Felix info 4,"Felix always had a nautical theme from the start, so I experimented with old sailor tattoos that could potentially animate during dialogue scenes.

This was a little out of scope in the end, but more simplified tattoos remained a part of his final design.

-Catherine","Felix od początku miał motyw morski, więc eksperymentowałam ze starymi marynarskimi tatuażami, które potencjalnie mogłyby się animować podczas scen dialogowych.

Ostatecznie wykraczało to trochę poza zakres projektu, ale bardziej uproszczone tatuaże pozostały częścią jego finalnego wyglądu.

-Catherine"
MakingOf/Souls/Felix info 5,"Felix has a tricky and very specific head shape, so I spent some time figuring it out from different angles first.

He was the second character I animated, and we used him as a testing ground for a lot of the technical challenges we'd face going forward.

Also, tattoos are really annoying to animate.

-Jonathan","Felix ma trudny i bardzo specyficzny kształt głowy, więc spędziłem trochę czasu, rozpracowując go z różnych kątów.

Był drugą postacią, którą animowałem, i wykorzystaliśmy go jako poligon testowy dla wielu wyzwań technicznych, z którymi mieliśmy się zmierzyć.

A poza tym, tatuaże są naprawdę irytujące do animowania.

-Jonathan"
MakingOf/Souls/Fifi info 1,"Fifi was initially conceived as a character who would remain sitting down while you talk to her.

I figured it would be fun to have her fiddle with her microscope, or organise papers on her desk.

Eventually I changed my mind... but perhaps this is why Fifi is so short!

-Adam","Fifi została pierwotnie pomyślana jako postać, która pozostaje siedząca, podczas gdy z nią rozmawiasz.

Uznałem, że fajnie by było, gdyby bawiła się swoim mikroskopem albo porządkowała papiery na biurku.

Ostatecznie zmieniłem zdanie... ale może właśnie dlatego Fifi jest taka niska!

-Adam"
MakingOf/Souls/Fifi info 2,"Fifi's eyes ended up on the sides of her head. Combined with the shape of her hair, I always thought this made her look a bit like a rhinoceros.

Fifi's eye-lens was going to have an elaborate telescopic zoom function, but this kind of gimmick has a habit of getting cut from the game...

-Adam","Oczy Fifi wylądowały ostatecznie po bokach głowy. W połączeniu z kształtem jej włosów zawsze uważałem, że przez to trochę przypomina nosorożca.

Soczewka na oku Fifi miała mieć rozbudowaną funkcję teleskopowego zoomu, ale takie gadżety mają w zwyczaju być wycinane z gry...

-Adam"
MakingOf/Souls/Fifi info 3,"Lenses and microscopes were a big facet of Fifi’s character, so it felt natural to incorporate that within her design, giving her a large lens to wear over one eye.

It leant itself well to her looking like an eccentric inventor. Her hair is large and outgrown, tied half-heartedly into a bun, she doesn’t care too much for appearance.

-Catherine","Soczewki i mikroskopy były dużą częścią postaci Fifi, więc naturalne było wpleść to w jej projekt, dając jej wielką soczewkę do noszenia na jednym oku.

Dobrze pasowało to do jej wizerunku ekscentrycznej wynalazczyni. Jej włosy są bujne i zapuszczone, związane niedbale w kok, nie przejmuje się zbytnio wyglądem.

-Catherine"
MakingOf/Souls/Fifi info 4,"Fifi's big baggy sleeves became quite a dominant feature of her design, as I wanted to add a sloppy childlike quality to her - to make her look less professional looking.

That’s how the gag of her storing items in her lab coat started to appear.

-Catherine","Wielkie, luźne rękawy Fifi stały się dość dominującą cechą jej projektu, bo chciałam dodać jej niechlujną, dziecięcą jakość - żeby wyglądała mniej profesjonalnie.

Tak właśnie zaczął się gag z chowaniem przez nią przedmiotów w kitlu laboratoryjnym.

-Catherine"
MakingOf/Souls/Fifi info 5,"Fifi was the first character I animated as we knew she was going to be quite limited in her movements. For example, Adam mandated that she doesn't turn her head on her shoulders. She's not one for theatrics.

That said, we planned for some fun animations with that beaker, but they didn't really fit anywhere so we omitted them.

-Jonathan","Fifi była pierwszą postacią, którą animowałem, bo wiedzieliśmy, że jej ruchy będą dość ograniczone. Na przykład Adam zarządził, że nie obraca głową na barkach. Nie jest typem do teatralnych gestów.

To rzekłszy, planowaliśmy kilka zabawnych animacji z tą zlewką, ale nigdzie tak naprawdę nie pasowały, więc je pominęliśmy.

-Jonathan"
MakingOf/Souls/Fitz info 1,"Fitz was conceived as an insect character - butterflies, in particular. Later on, he became the gardening character, which is similarly associated with someone quiet and delicate.

I wanted Fitz to be super handsome and cool, but in an accidental, incidental way - he contrasts with Felix and Pointer in that he has a very subdued ego.

-Adam

","Fitz został pomyślany jako postać związana z owadami - motylami w szczególności. Później stał się postacią ogrodnika, co podobnie kojarzy się z kimś cichym i delikatnym.

Chciałem, żeby Fitz był super przystojny i fajny, ale w sposób przypadkowy, mimowolny - kontrastuje z Felixem i Pointerem tym, że ma bardzo stonowane ego.

-Adam

"
